,X,CensusTract,ClusterNum,Change_Population,Change_HouseUnits,Change_5To7_or_more_person_household,Change_Builst1939earlier,Change_Built_1940to1959,Change_VacantUnits,Y00_PCT_Units_HHIncome_25to50k,Y00_PCT_Units_HHIncome_50to75k,Chg_Educate_HighSchool_orLess,Chg_Educate_SomeCollege,dis,lat,long,Y13_Geography,Y13_County_NM,Y13_County
714,714,1400000US17031802300,8,2.267066901,2.862205103,-0.00641859,-0.022807018,-0.020097118,0.004741379,0.497277677,0.221415608,-0.128834258,-0.210644448,0.546823442,42.0904581,-87.8242459,"Census Tract 8023, Cook County, Illinois",Cook,Cook Illinois
715,715,1400000US17031802402,5,0.266011034,0.277239019,-0.002323152,0.020437726,-0.05413065,0.05251611,0.246054939,0.219170076,-0.07254968,0.02346787,0.546823442,42.1479523,-87.9100992,"Census Tract 8024.02, Cook County, Illinois",Cook,Cook Illinois
716,716,1400000US17031802403,4,0.007661616,0.385045448,-0.063847736,0.006674082,0.008073506,0.016317737,0.308746915,0.24595558,-0.206916006,0.033717084,0.546823442,42.1418701,-87.9531258,"Census Tract 8024.03, Cook County, Illinois",Cook,Cook Illinois
717,717,1400000US17031802404,4,0.052570623,-0.003144507,0.031410463,0,0.009665654,0.02522712,0.308746915,0.24595558,0.02669281,0.013055927,0.546823442,42.1477377,-87.9440033,"Census Tract 8024.04, Cook County, Illinois",Cook,Cook Illinois
718,718,1400000US17031802503,4,-0.172720187,-0.008740564,0.011044669,-0.011876912,0.03405269,0.121913752,0.245494594,0.304365238,-0.010387749,-0.033429574,0.546823442,42.131618,-87.9537744,"Census Tract 8025.03, Cook County, Illinois",Cook,Cook Illinois
719,719,1400000US17031802504,4,-0.042205485,0.026711996,1.63E-05,-0.001198789,0.03013353,0.031352307,0.256397638,0.280511811,-0.01243237,-0.012538702,0.546823442,42.1343263,-87.9370604,"Census Tract 8025.04, Cook County, Illinois",Cook,Cook Illinois
720,720,1400000US17031802505,5,0.229783222,0.275010361,-0.052948504,0.012741194,-0.015728144,0.028137617,0.315348525,0.246983914,-0.089192636,0.048174648,0.546823442,42.1213039,-87.9115701,"Census Tract 8025.05, Cook County, Illinois",Cook,Cook Illinois
721,721,1400000US17031802506,3,-0.01445609,-0.105002896,-0.024755824,0.022476468,0.194120632,0.02031977,0.315348525,0.246983914,0.044051184,0.026740113,0.546823442,42.1299285,-87.8977419,"Census Tract 8025.06, Cook County, Illinois",Cook,Cook Illinois
722,722,1400000US17031802605,4,0.011726012,-0.000646204,-0.022096128,0.015845776,5.26E-05,0.006163587,0.166889186,0.214285714,-0.033928746,-0.084954327,0.546823442,42.097126,-87.9129491,"Census Tract 8026.05, Cook County, Illinois",Cook,Cook Illinois
723,723,1400000US17031802608,6,-0.030266526,0.022868729,-0.024930347,-0.008263955,-0.114303686,0.018739877,0.277824268,0.241004184,-0.116468138,-0.012297538,0.546823442,42.1009481,-87.9488887,"Census Tract 8026.08, Cook County, Illinois",Cook,Cook Illinois
724,724,1400000US17031802609,4,-0.131187577,-0.037708187,-0.02158795,0.089626694,-0.031292273,0.043095165,0.373451577,0.239395962,0.013272138,-0.080213181,0.546823442,42.1053833,-87.8999421,"Census Tract 8026.09, Cook County, Illinois",Cook,Cook Illinois
725,725,1400000US17031802610,1,-0.184095861,-0.08162048,-0.058692886,-0.002364066,0.179795742,0.02012624,0.373538462,0.239384615,-0.217550636,0.085435366,0.546823442,42.0976951,-87.8954796,"Census Tract 8026.10, Cook County, Illinois",Cook,Cook Illinois
726,726,1400000US17031802701,4,-0.064212679,0.004327131,-0.039819769,-0.002613058,0.023353644,0.084410937,0.221640489,0.230802792,-0.110132776,0.019665113,0.546823442,42.0843917,-87.9166479,"Census Tract 8027.01, Cook County, Illinois",Cook,Cook Illinois
727,727,1400000US17031802702,6,0.06151888,0.027405248,-0.047375719,-0.011008892,0.004958916,-0.011661808,0.169911504,0.207669617,-0.050243301,-0.022934937,0.546823442,42.0742533,-87.9076154,"Census Tract 8027.02, Cook County, Illinois",Cook,Cook Illinois
728,728,1400000US17031802801,4,0.027607362,-0.027171018,0.032520976,0.000580323,-0.088047156,0.022277807,0.214902808,0.188444924,-0.046561143,-0.045503618,0.546823442,42.0826842,-87.9568289,"Census Tract 8028.01, Cook County, Illinois",Cook,Cook Illinois
729,729,1400000US17031802802,4,-0.040682022,-0.0052,-0.003298474,0.028294813,-0.023310334,0.012117089,0.211398545,0.232012935,-0.083711768,0.012708197,0.546823442,42.071667,-87.9432469,"Census Tract 8028.02, Cook County, Illinois",Cook,Cook Illinois
730,730,1400000US17031803005,4,0.024021697,0.177354709,-0.081059765,-0.004268111,-0.006545005,0.030680084,0.215805471,0.193515704,-0.073941435,0.011254789,0.546823442,42.1322515,-87.9919919,"Census Tract 8030.05, Cook County, Illinois",Cook,Cook Illinois
731,731,1400000US17031803007,7,-0.072707142,-0.00952381,-0.016192584,-0.014285714,0.028209707,0.013150183,0.146388754,0.171110034,-0.006551217,-0.063503581,0.546823442,42.1317433,-87.9706738,"Census Tract 8030.07, Cook County, Illinois",Cook,Cook Illinois
732,732,1400000US17031803008,7,-0.071097684,-0.013690816,-0.034273677,0.01046607,-0.029814213,0.037126473,0.138585394,0.13053479,-0.013965287,-0.007173013,0.546823442,42.1181132,-87.9704676,"Census Tract 8030.08, Cook County, Illinois",Cook,Cook Illinois
733,733,1400000US17031803010,7,-0.17367872,-0.071260028,-0.031021738,0.006931575,0.030463825,0.055347572,0.209847036,0.20793499,0.021761084,-0.086894569,0.546823442,42.1512524,-87.979999,"Census Tract 8030.10, Cook County, Illinois",Cook,Cook Illinois
734,734,1400000US17031803012,4,-0.018789144,-0.003550388,0.001362156,0.005653078,-0.025144509,0.028387894,0.302339354,0.240153983,-0.065918328,-0.111484449,0.546823442,42.1432824,-87.995232,"Census Tract 8030.12, Cook County, Illinois",Cook,Cook Illinois
735,735,1400000US17031803013,4,-0.075525472,-0.112284473,-0.018287508,0.006172057,0.017122096,-0.023988439,0.302339354,0.240153983,-0.060383478,-0.012490103,0.546823442,42.1430921,-87.9718936,"Census Tract 8030.13, Cook County, Illinois",Cook,Cook Illinois
736,736,1400000US17031803014,4,-0.057450682,-0.092769036,-0.016256949,0.009562842,0.056317865,0.007309474,0.267688022,0.240389972,-0.013206583,-0.05848005,0.546823442,42.1160864,-87.9334543,"Census Tract 8030.14, Cook County, Illinois",Cook,Cook Illinois
737,737,1400000US17031803015,4,-0.012904591,0.017110053,-0.052559973,0.016957364,0.04692976,0.00676938,0.267688022,0.240389972,0.012169509,-0.070257735,0.546823442,42.1164127,-87.9496248,"Census Tract 8030.15, Cook County, Illinois",Cook,Cook Illinois
738,738,1400000US17031803016,4,-0.03145196,-0.056221105,-0.002552368,0.015028438,-0.010357134,0.086785998,0.231921636,0.258138865,-0.077456579,0.003038419,0.546823442,42.1208159,-87.9865222,"Census Tract 8030.16, Cook County, Illinois",Cook,Cook Illinois
739,739,1400000US17031803017,4,-0.068989071,0.012215051,-0.013814225,0.004811118,-0.032434466,0.081919703,0.231921636,0.258138865,-0.013798318,-0.092436077,0.546823442,42.11917,-87.9982587,"Census Tract 8030.17, Cook County, Illinois",Cook,Cook Illinois
740,740,1400000US17031803100,4,-0.013077594,-0.025498008,0.053671871,-0.026141713,-0.002729882,-0.002832822,0.157212318,0.241491086,0.000697991,-0.112827236,0.546823442,42.1003925,-87.9864133,"Census Tract 8031, Cook County, Illinois",Cook,Cook Illinois
741,741,1400000US17031803200,4,0.067198582,0.010260795,-0.034848149,-0.025224455,-0.06114339,-0.014727187,0.26625387,0.198584697,-0.02997595,-0.040403907,0.546823442,42.098844,-87.9976756,"Census Tract 8032, Cook County, Illinois",Cook,Cook Illinois
742,742,1400000US17031803300,4,0.123177283,0.07112223,-0.004456847,-0.012043137,-0.002295004,0.038795169,0.271095838,0.206567392,-0.017978593,-0.064093395,0.546823442,42.0850701,-87.9894768,"Census Tract 8033, Cook County, Illinois",Cook,Cook Illinois
743,743,1400000US17031803400,4,0.011159631,-0.015270326,-0.012542953,0.029165351,-0.16028117,-0.005019651,0.227504244,0.187181664,0.00274509,-0.034269881,0.546823442,42.0745454,-87.9711873,"Census Tract 8034, Cook County, Illinois",Cook,Cook Illinois
744,744,1400000US17031803500,4,0.042549585,-0.02284264,0.036406212,-0.031729185,-0.07103083,0.015094381,0.2072227,0.158211522,-0.031356104,-0.074534607,0.546823442,42.0739284,-87.9940638,"Census Tract 8035, Cook County, Illinois",Cook,Cook Illinois
745,745,1400000US17031803603,7,-0.054522221,0.033996683,-0.038065828,0.00233529,0.083262517,0.024409827,0.118537201,0.102143758,-0.036876859,0.012344472,0.546823442,42.1184082,-88.0925123,"Census Tract 8036.03, Cook County, Illinois",Cook,Cook Illinois
746,746,1400000US17031803604,4,-0.040743228,-0.020866774,0.004480718,0.002254208,-0.031122982,0.048486523,0.233369684,0.224100327,0.008370781,-0.011681971,0.546823442,42.1298662,-88.0409523,"Census Tract 8036.04, Cook County, Illinois",Cook,Cook Illinois
747,747,1400000US17031803605,4,0.052676538,0.013374092,0.020536968,0.024826362,-0.001423717,0.025092489,0.182733256,0.219125048,0.023517853,-0.084752349,0.546823442,42.1280433,-88.0248514,"Census Tract 8036.05, Cook County, Illinois",Cook,Cook Illinois
748,748,1400000US17031803606,3,0.164826894,-0.004445964,0.087681509,-0.000326724,0.035810556,0.002264278,0.380150484,0.247581512,0.064735615,-0.087406545,0.546823442,42.1389181,-88.01242,"Census Tract 8036.06, Cook County, Illinois",Cook,Cook Illinois
749,749,1400000US17031803607,6,-0.118718263,-0.039699571,-0.049842265,-0.000225981,-0.015088594,0.01427698,0.112972973,0.235675676,-0.025280161,-0.05768696,0.546823442,42.1185514,-88.0155401,"Census Tract 8036.07, Cook County, Illinois",Cook,Cook Illinois
750,750,1400000US17031803608,4,0.007140024,0.02584155,-0.022294406,-0.001414066,-0.032280638,0.004946919,0.202338767,0.203047484,0.031793379,0.023302209,0.546823442,42.1440733,-88.0735467,"Census Tract 8036.08, Cook County, Illinois",Cook,Cook Illinois
751,751,1400000US17031803610,4,0.210435869,0.081613508,0.004828668,-0.006896928,-0.000359071,0.044734431,0.240270183,0.247346414,-0.005693494,0.013154875,0.546823442,42.1308076,-88.0647103,"Census Tract 8036.10, Cook County, Illinois",Cook,Cook Illinois
752,752,1400000US17031803611,4,-0.065757348,-0.045166164,-0.02877612,0.021128121,0.046127053,0.127037874,0.304152637,0.296015713,0.023150289,-0.03506447,0.546823442,42.1481081,-88.0181128,"Census Tract 8036.11, Cook County, Illinois",Cook,Cook Illinois
753,753,1400000US17031803612,4,-0.055258893,0.042887022,-0.001126333,0.021519269,0.0309116,0.137673693,0.304152637,0.296015713,0.010450802,0.013293293,0.546823442,42.1498498,-88.0087822,"Census Tract 8036.12, Cook County, Illinois",Cook,Cook Illinois
754,754,1400000US17031803701,5,0.161145927,0.515624943,-0.0840285,0.021585916,-0.203233345,0.039529258,0.237012987,0.242532468,-0.142515317,-0.117239301,0.546823442,42.1190705,-88.0525589,"Census Tract 8037.01, Cook County, Illinois",Cook,Cook Illinois
755,755,1400000US17031803702,4,0.130391731,0.166230411,-0.056782601,-0.004159803,-0.006802604,0.011457579,0.237012987,0.242532468,-0.100525964,-0.12313564,0.546823442,42.1056862,-88.0541459,"Census Tract 8037.02, Cook County, Illinois",Cook,Cook Illinois
756,756,1400000US17031803800,4,0.074043087,-0.011937059,0.054473939,-0.000774112,-0.13456649,0.010702592,0.214206437,0.258601554,0.011658324,-0.092681862,0.546823442,42.1090204,-88.0354425,"Census Tract 8038, Cook County, Illinois",Cook,Cook Illinois
757,757,1400000US17031803901,4,-0.082922586,0.018549747,-0.000492909,0.019703755,-0.009477756,0.066295895,0.281755196,0.211893764,-0.06043023,-0.056159983,0.546823442,42.0972966,-88.0193326,"Census Tract 8039.01, Cook County, Illinois",Cook,Cook Illinois
758,758,1400000US17031803902,4,0.00617284,-0.026765799,-0.018378401,0.021472164,0.013869664,-0.009665428,0.24024024,0.295795796,-0.053476974,0.014760831,0.546823442,42.0829609,-88.0152318,"Census Tract 8039.02, Cook County, Illinois",Cook,Cook Illinois
759,759,1400000US17031804000,4,-0.058167505,0.084971098,-0.030986803,-0.014450867,-0.036188605,0.047440418,0.280609256,0.305213825,-0.032543808,-0.027359915,0.546823442,42.072763,-88.018075,"Census Tract 8040, Cook County, Illinois",Cook,Cook Illinois
760,760,1400000US17031804104,7,-0.058028919,0.011474469,-0.058927159,-0.006382552,0.013874475,0.027702415,0.095430885,0.273568537,-0.017089304,-0.070281735,0.546823442,42.1047153,-88.109166,"Census Tract 8041.04, Cook County, Illinois",Cook,Cook Illinois
761,761,1400000US17031804105,4,-0.045069166,-0.005895357,-0.069308176,0.009030953,-0.01166398,-0.005158438,0.119259259,0.173333333,0.016239182,-0.104162901,0.546823442,42.0786043,-88.0952672,"Census Tract 8041.05, Cook County, Illinois",Cook,Cook Illinois
762,762,1400000US17031804106,6,0.004940859,0.055878923,-0.013025954,-0.009430255,-0.034834314,0.021235414,0.167393891,0.203490678,0.02796248,-0.061797348,0.546823442,42.0879145,-88.0500964,"Census Tract 8041.06, Cook County, Illinois",Cook,Cook Illinois
763,763,1400000US17031804108,4,-0.012290795,0.222028473,-0.038311054,-0.015153594,-0.01842488,0.08590428,0.211045319,0.291013522,-0.185484767,-0.032687132,0.546823442,42.0749428,-88.0507752,"Census Tract 8041.08, Cook County, Illinois",Cook,Cook Illinois
764,764,1400000US17031804109,7,-0.018026876,-0.2059706,-0.004549645,0.019462113,0.048469439,-0.060935344,0.211351521,0.291627469,-0.000607847,0.060500088,0.546823442,42.0755163,-88.0367278,"Census Tract 8041.09, Cook County, Illinois",Cook,Cook Illinois
765,765,1400000US17031804201,7,0.117919237,0.157418339,-0.060642384,0.003820646,-0.008841735,0.024137969,0.103588907,0.117047308,-0.018057801,-0.030935106,0.546823442,42.108269,-88.1883165,"Census Tract 8042.01, Cook County, Illinois",Cook,Cook Illinois
766,766,1400000US17031804202,4,0.121990136,0.165996785,0.019719299,-0.045485341,-0.034739379,0.047813926,0.142209398,0.131904369,-0.075896141,-0.006527497,0.546823442,42.1013952,-88.1308705,"Census Tract 8042.02, Cook County, Illinois",Cook,Cook Illinois
767,767,1400000US17031804305,4,0.137388641,-0.009145129,0.009310496,-0.00864843,0.002153212,-0.014314115,0.226704316,0.310205728,0.007279831,0.041712334,0.546823442,42.0376728,-88.1603535,"Census Tract 8043.05, Cook County, Illinois",Cook,Cook Illinois
768,768,1400000US17031804306,4,0.007847925,-0.012229016,0.027006941,-0.006484563,0.116461249,0.011975952,0.298423423,0.322072072,-0.069983243,0.013157691,0.546823442,42.0219824,-88.1740079,"Census Tract 8043.06, Cook County, Illinois",Cook,Cook Illinois
769,769,1400000US17031804308,4,-0.025613276,0.190316031,-0.047747254,0.004568013,-0.029186598,0.065594475,0.218384075,0.319379391,-0.065549353,-0.022433712,0.546823442,42.0239203,-88.1526983,"Census Tract 8043.08, Cook County, Illinois",Cook,Cook Illinois
770,770,1400000US17031804309,7,-0.026392018,-0.239603388,0.088982833,0.017346098,0.202881046,0.051850958,0.218384075,0.319379391,0.175578963,-0.061405851,0.546823442,42.0125737,-88.1575722,"Census Tract 8043.09, Cook County, Illinois",Cook,Cook Illinois
771,771,1400000US17031804310,7,0.159813869,0.120342498,-0.031752158,-0.003784872,-0.003962155,0.001352032,0.170788614,0.258749417,0.001234723,-0.120716081,0.546823442,42.0325511,-88.2014561,"Census Tract 8043.10, Cook County, Illinois",Cook,Cook Illinois
772,772,1400000US17031804311,5,0.808492011,0.627885479,0.080479959,-0.012764987,0.060390466,-0.018426626,0.170788614,0.258749417,0.081554705,-0.114502235,0.546823442,42.0588012,-88.2128482,"Census Tract 8043.11, Cook County, Illinois",Cook,Cook Illinois
773,773,1400000US17031804403,5,0.30867144,0.333675555,0.014283507,-0.001667758,-0.028337633,-0.015578027,0.250138812,0.266240977,-0.14185035,-0.045001631,0.546823442,42.0521608,-88.2424401,"Census Tract 8044.03, Cook County, Illinois",Cook,Cook Illinois
774,774,1400000US17031804404,7,0.106682409,-0.186252142,0.155785771,0.003748335,-0.003864249,-0.015578032,0.250138754,0.266240972,0.130023101,-0.016809667,0.546823442,42.0422908,-88.2441272,"Census Tract 8044.04, Cook County, Illinois",Cook,Cook Illinois
775,775,1400000US17031804405,3,0.024447031,-0.107582086,0.170812698,0.006961379,-0.052014891,-0.0092602,0.36336109,0.253974262,0.114964014,-0.107963449,0.546823442,42.0347688,-88.2429914,"Census Tract 8044.05, Cook County, Illinois",Cook,Cook Illinois
776,776,1400000US17031804406,5,0.330544831,0.238009626,0.025007741,0.031006523,-0.017140126,-0.005638776,0.36336109,0.253974262,-0.061496382,-0.08000207,0.546823442,42.0174771,-88.2561802,"Census Tract 8044.06, Cook County, Illinois",Cook,Cook Illinois
777,777,1400000US17031804505,4,-0.016020236,0.108355091,-0.016368131,0.047318762,-0.037120157,0.093570381,0.370147256,0.305220884,-0.005956125,-0.100474158,0.546823442,41.9936095,-88.1751403,"Census Tract 8045.05, Cook County, Illinois",Cook,Cook Illinois
778,778,1400000US17031804506,6,0.25253664,0.179977496,-0.005102911,0.00031451,-0.022754781,0.008839249,0.148148148,0.204954955,-0.104023603,-0.031408732,0.546823442,42.0039298,-88.1954468,"Census Tract 8045.06, Cook County, Illinois",Cook,Cook Illinois
779,779,1400000US17031804507,8,0.875287974,0.947307316,0.020043623,-0.000149493,-0.007707759,0.025418485,0.148148148,0.204954955,-0.106550224,0.029195102,0.546823442,42.0083347,-88.2235289,"Census Tract 8045.07, Cook County, Illinois",Cook,Cook Illinois
780,780,1400000US17031804508,3,0.001707213,0.217084008,-0.074166109,-0.02184466,0.005144555,0.101359454,0.273299748,0.272040302,-0.063439576,0.033166468,0.546823442,42.0073185,-88.1800993,"Census Tract 8045.08, Cook County, Illinois",Cook,Cook Illinois
781,781,1400000US17031804509,6,-0.065184939,-0.049535659,0.032949676,-0.001750098,0.041084257,0.087705708,0.273299748,0.272040302,-0.027075191,0.030922007,0.546823442,42.0044138,-88.1651208,"Census Tract 8045.09, Cook County, Illinois",Cook,Cook Illinois
782,782,1400000US17031804510,4,0.024219248,-0.026628457,-0.03025385,0.004736538,0.108958989,0.013913304,0.278427702,0.286850725,0.064542497,-0.043445829,0.546823442,42.0000407,-88.1525558,"Census Tract 8045.10, Cook County, Illinois",Cook,Cook Illinois
783,783,1400000US17031804511,5,0.175596578,0.391494142,-0.130140904,0.027918486,0.098935519,-0.01564555,0.278427702,0.286850725,-0.122333349,-0.023717642,0.546823442,41.992268,-88.1521846,"Census Tract 8045.11, Cook County, Illinois",Cook,Cook Illinois
784,784,1400000US17031804603,4,0.041632983,0.00073046,0.026114077,0.019702431,0.01416293,-0.003013282,0.299120235,0.302052786,0.054124977,-0.045444743,0.546823442,42.0543487,-88.0540088,"Census Tract 8046.03, Cook County, Illinois",Cook,Cook Illinois
785,785,1400000US17031804606,7,-0.009040149,0.083534137,-0.049199378,-0.001545396,-0.002935984,-0.003614458,0.171704958,0.246674728,-0.06135518,0.032369663,0.546823442,42.009136,-88.0480798,"Census Tract 8046.06, Cook County, Illinois",Cook,Cook Illinois
786,786,1400000US17031804607,4,-0.083185271,-0.010231682,-0.051527402,0.005173522,2.13E-05,0.026331834,0.190113877,0.231997789,-0.113755892,-0.001406094,0.546823442,41.997336,-88.0520065,"Census Tract 8046.07, Cook County, Illinois",Cook,Cook Illinois
787,787,1400000US17031804608,4,0.005300822,-0.054231902,-0.004810919,0.012435099,0.078893997,-0.012944989,0.191453404,0.252776437,0.04443275,0.003166179,0.546823442,42.0339258,-88.0730736,"Census Tract 8046.08, Cook County, Illinois",Cook,Cook Illinois
788,788,1400000US17031804609,4,-0.050387597,-0.025537712,-0.000540574,-0.009815377,-0.055485515,0.034283684,0.191453404,0.252776437,-0.093423778,-0.025495227,0.546823442,42.031579,-88.0446068,"Census Tract 8046.09, Cook County, Illinois",Cook,Cook Illinois
789,789,1400000US17031804610,5,0.085263677,0.320427576,-0.020468953,-0.00486766,0.026799387,0.101164223,0.290561382,0.197409007,-0.158530547,0.058183724,0.546823442,42.0248258,-88.051584,"Census Tract 8046.10, Cook County, Illinois",Cook,Cook Illinois
790,790,1400000US17031804611,4,-0.078277471,-0.127909422,0.000153423,0.009603397,0.007984032,-0.000217241,0.290561382,0.197409007,-0.068311014,-0.023656461,0.546823442,42.0188567,-88.0677754,"Census Tract 8046.11, Cook County, Illinois",Cook,Cook Illinois
791,791,1400000US17031804701,4,0.010546643,-0.039565826,0.022135139,0.016405396,0.041360948,0.043981063,0.327424023,0.316931983,-0.067847322,-0.034953031,0.546823442,42.0516883,-88.1606437,"Census Tract 8047.01, Cook County, Illinois",Cook,Cook Illinois
792,792,1400000US17031804705,4,-0.020781791,-0.057962529,-0.004535672,-0.004683841,0.011358095,0.045441479,0.33903482,0.266340867,-0.071428797,-0.061995827,0.546823442,42.0590617,-88.1140363,"Census Tract 8047.05, Cook County, Illinois",Cook,Cook Illinois
793,793,1400000US17031804709,4,-0.029552839,0.02394775,-0.050993963,-0.01176378,0.007489104,0.063602228,0.319124859,0.242172765,-0.079634066,0.043642526,0.546823442,42.0374913,-88.087406,"Census Tract 8047.09, Cook County, Illinois",Cook,Cook Illinois
794,794,1400000US17031804710,6,-0.046082949,-0.031457955,0.014453752,0.01741463,0.013456124,0.034628614,0.200732154,0.347773032,-0.107314795,-0.036401404,0.546823442,42.0317627,-88.107542,"Census Tract 8047.10, Cook County, Illinois",Cook,Cook Illinois
795,795,1400000US17031804711,4,0.063347802,0.043824701,-0.011169736,0.005184098,0.01833379,0.029695467,0.30863776,0.256401502,-0.034215421,-0.071884088,0.546823442,42.0354286,-88.1397044,"Census Tract 8047.11, Cook County, Illinois",Cook,Cook Illinois
796,796,1400000US17031804712,4,-0.033406077,-0.031408308,-0.026316381,0.002697197,-0.001796365,0.054020785,0.186239007,0.294361097,-0.006584252,0.001174349,0.546823442,42.0365788,-88.1261143,"Census Tract 8047.12, Cook County, Illinois",Cook,Cook Illinois
797,797,1400000US17031804713,4,-0.070065125,0.087214871,-0.043429453,0.010428834,-0.005995509,0.012705083,0.248899325,0.284414441,-0.081312267,-0.070892235,0.546823442,42.0535201,-88.0899517,"Census Tract 8047.13, Cook County, Illinois",Cook,Cook Illinois
798,798,1400000US17031804714,4,-0.028457598,-0.186443832,0.03412111,0.024475451,0.089840476,0.004210895,0.248899325,0.284414441,-0.076714472,0.063553773,0.546823442,42.0630033,-88.0935438,"Census Tract 8047.14, Cook County, Illinois",Cook,Cook Illinois
799,799,1400000US17031804715,4,0.028689737,0.069569499,0.038950683,0.022536863,0.068450719,0.084487638,0.265784114,0.21418873,0.175367672,0.017006429,0.546823442,42.0450215,-88.0977025,"Census Tract 8047.15, Cook County, Illinois",Cook,Cook Illinois
800,800,1400000US17031804716,4,-0.050451052,-0.064465433,-0.04324835,0.008103007,0.002747088,-0.012734584,0.265784114,0.21418873,-0.107825078,-0.056536828,0.546823442,42.0420776,-88.1142037,"Census Tract 8047.16, Cook County, Illinois",Cook,Cook Illinois
801,801,1400000US17031804803,4,0.114444888,0.071723145,-0.038344948,0.052245839,-0.007281394,-0.014486461,0.270012625,0.251539141,-0.075649457,0.066478145,0.546823442,41.9998311,-88.0888724,"Census Tract 8048.03, Cook County, Illinois",Cook,Cook Illinois
802,802,1400000US17031804804,4,0.000110779,0.031788924,-0.039701681,-0.005591438,0.026949635,0.021577507,0.285940243,0.267107446,-0.065193683,-0.053306618,0.546823442,41.9968724,-88.1267411,"Census Tract 8048.04, Cook County, Illinois",Cook,Cook Illinois
803,803,1400000US17031804805,4,0.02573326,-0.04415182,-0.006215786,-0.006685105,0.006151238,-0.003604621,0.260461478,0.242080563,-0.016599663,-0.052275134,0.546823442,42.0200706,-88.1290838,"Census Tract 8048.05, Cook County, Illinois",Cook,Cook Illinois
804,804,1400000US17031804806,3,-0.095720436,-0.060420315,-0.073876562,0.01584343,-0.009694246,0.003584235,0.294326241,0.266843972,0.040875857,-0.028972779,0.546823442,42.0086882,-88.1363775,"Census Tract 8048.06, Cook County, Illinois",Cook,Cook Illinois
805,805,1400000US17031804807,4,-0.030635841,-0.031821035,-0.037138574,-0.006349206,0.05722341,0.030964841,0.249733191,0.32977588,-0.020569362,-0.024345387,0.546823442,42.0103801,-88.1199897,"Census Tract 8048.07, Cook County, Illinois",Cook,Cook Illinois
806,806,1400000US17031804808,7,-0.101794215,-0.013071895,0.005731133,0.011210665,0.050772627,0.011080812,0.142076503,0.234972678,0.001706986,-0.090351406,0.546823442,42.0220152,-88.100025,"Census Tract 8048.08, Cook County, Illinois",Cook,Cook Illinois
807,807,1400000US17031804809,4,-0.10278937,-0.019745223,-0.016157065,0.014944769,0.045167886,0.059907376,0.197435897,0.264102564,-0.10977662,-0.043549303,0.546823442,42.0110785,-88.1012622,"Census Tract 8048.09, Cook County, Illinois",Cook,Cook Illinois
808,808,1400000US17031804810,4,-0.022745958,-0.025445293,-0.035221849,0.01757538,0.01034326,-0.012359142,0.245491351,0.208686051,-0.037744412,0.047224746,0.546823442,42.0161361,-88.082972,"Census Tract 8048.10, Cook County, Illinois",Cook,Cook Illinois
809,809,1400000US17031804901,4,0.099853157,0.109446525,-0.028403632,0.005212914,-0.048752044,0.026167122,0.164535379,0.246803069,-0.033175272,-0.019526257,0.546823442,42.0594115,-87.9322294,"Census Tract 8049.01, Cook County, Illinois",Cook,Cook Illinois
810,810,1400000US17031804902,4,0.038664004,-0.031403337,0.006852258,0.038709803,0.039484844,0.021610674,0.179474467,0.269707486,0.02508025,-0.092000385,0.546823442,42.0446142,-87.9309691,"Census Tract 8049.02, Cook County, Illinois",Cook,Cook Illinois
811,811,1400000US17031805001,4,-0.011401327,-0.012266667,-0.009645177,0.012763427,0.058969618,0.008778402,0.170442287,0.239482201,-0.02713379,-0.017185039,0.546823442,42.0564377,-87.9512516,"Census Tract 8050.01, Cook County, Illinois",Cook,Cook Illinois
812,812,1400000US17031805002,4,-0.035376045,-0.012548263,-0.036421305,0.012219593,0.052267601,0.085395618,0.316677697,0.229980146,0.0229282,0.041046339,0.546823442,42.0423544,-87.9507718,"Census Tract 8050.02, Cook County, Illinois",Cook,Cook Illinois
813,813,1400000US17031805105,4,-0.040914404,0.098194946,-0.046302587,-0.016820589,0.064684311,0.075943529,0.343655589,0.238670695,-0.043334688,0.064798365,0.546823442,42.0588984,-88.014466,"Census Tract 8051.05, Cook County, Illinois",Cook,Cook Illinois
814,814,1400000US17031805106,4,-0.091006043,-0.068091845,-0.011581346,0.001848315,-0.019496344,0.058059898,0.295068027,0.221088435,0.021237398,0.007646057,0.546823442,42.0608181,-87.9982952,"Census Tract 8051.06, Cook County, Illinois",Cook,Cook Illinois
815,815,1400000US17031805107,4,-0.039304569,-0.03604967,-0.035017157,-0.003189814,0.035267118,0.049460532,0.416804637,0.225838912,-0.012158746,0.026169872,0.546823442,42.0414732,-87.9806045,"Census Tract 8051.07, Cook County, Illinois",Cook,Cook Illinois
816,816,1400000US17031805108,3,0.086348287,0.029743342,-0.032143779,0.019042946,0.009495502,0.052891129,0.33869071,0.286554292,0.158687391,-0.063755564,0.546823442,42.0438468,-87.9665233,"Census Tract 8051.08, Cook County, Illinois",Cook,Cook Illinois
817,817,1400000US17031805109,4,-0.061251664,-0.049209139,0.015641307,0.003204723,-0.014126999,0.029999339,0.131715771,0.192952051,0.034154337,-0.03956801,0.546823442,42.0550733,-87.9760985,"Census Tract 8051.09, Cook County, Illinois",Cook,Cook Illinois
